"lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
10,0.00181269521589556,0.013777326290665,0.481604941079603,0.362946167634104,0.0787037215882495,-0.0750997713454173,0.090583350538164,-0.0631916231433546
60,0.0705647390580825,0.224257290247063,0.0361016831026147,3.72980091256636e-09,0.146670817351012,-0.00637183581310529,0.296053596838228,0.149941152756884
110,0.0518503570861555,0.368500349104936,0.0933718308830109,0,0.128241007064452,-0.0251519312869968,0.433128181484415,0.300102788192829
