"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.0420083632280475,0.0272658851786212,0.142440686823134,0.243860728808196,0.118527454741205,-0.0350067246047009,0.103949920539263,-0.049740408222939
"30",30,0.122675040144357,0.0930435918100913,0.000863866685378634,0.00882837921831781,0.197711833140909,0.0462089759118025,0.168738227282669,0.016257923461185
"50",50,0.194158316670718,0.127694714022386,3.04878833956579e-07,0.000551803306763965,0.267072609818959,0.119033629463083,0.202607114159253,0.0512964463659595
"70",70,0.227728548651863,0.157036043491961,2.15137163639412e-09,2.89861039608486e-05,0.299387439850353,0.153515025913941,0.231146625410121,0.0811136049890488
"90",90,0.254266515927242,0.199683567263946,2.37623254406572e-11,1.42629309141107e-07,0.32481716764122,0.180901800251812,0.272402533849239,0.124696415897571
"110",110,0.277199389330414,0.267270877431364,3.12083692222132e-13,2.14339657134133e-12,0.346710494616513,0.204660170756997,0.337241329978062,0.194363767414686
