L,rho
10,-0.2108674932326755
10,-0.237375752523316
10,-0.22146888640748086
10,-0.07121243248026679
10,0.09209943615662755
10,0.05948617432045462
10,-0.08071545195051445
10,-0.1127530280208963
10,-0.09908058443483876
10,-0.047327819767410254
10,0.0515264250584136
10,0.01149728256059225
10,-0.05336444741190532
10,-0.041602138269715636
10,0.011241825448515605
10,0.082314292236884
10,0.1157811301529569
10,0.10406121589966873
10,0.08495490852916096
10,0.22459459854515748
10,0.11353387811362615
10,-0.09751331817872437
10,-0.09335931729229568
10,-0.13479577893944786
10,-0.10627386861546419
10,-0.08995990076838517
10,-0.12016112069522937
10,-0.1259144227844176
10,-0.11758618034357138
10,-0.09400738140492008
10,-0.03869287723830454
10,-0.013692915208627929
10,-0.007550759305784615
10,0.025443775312075277
10,0.04951682264802139
10,0.14152991282897026
10,0.1413198459738111
10,0.16200272225440948
10,0.20308805874603997
10,0.22254599905978828
10,0.25380250355482553
10,0.26937054882924866
10,0.25190020352680437
10,0.24305617851531514
10,0.14708177921183305
10,0.12672010719776117
10,0.08861610383509336
10,0.08677501646854756
10,0.10051342703077303
10,0.12445654847407814
10,0.16022598933782783
10,0.1514794675570602
10,0.08972788401527892
10,0.016369738327832752
10,-0.08892276581105622
10,0.0711786692351315
10,0.12279998685472891
10,0.13675370020290806
10,0.14898259207574574
10,0.1344451361752056
10,0.08020444656953991
10,0.014909974053207526
10,-0.05326400499174309
10,-0.09976145061042728
10,0.06814362269769617
10,0.16997560759999492
10,0.24167692914786293
10,0.2707279329577764
10,0.2639193986924867
10,0.2363652280971747
10,0.19563769214497978
10,0.0973708696033068
10,-0.018071218734033164
10,-0.04785415870735618
10,0.05050363661357676
10,0.0730398155564706
10,-0.11808773155950555
10,0.21228311296101682
10,0.29581427511254743
10,0.27726471204735004
10,0.2730157277440997
10,0.2052592683484496
10,0.19944647958479392
10,0.1587811392914574
10,0.029378322020214866
10,-0.03789447279167973
10,-0.07954371009975439
10,-0.14572107572253556
10,-0.14344134366949074
10,-0.13011024644999805
10,-0.06941191044179722
10,0.008606305203146572
10,0.02438831326529827
10,0.004964835422343709
10,-0.05215804555059222
10,-0.08076944865632413
10,-0.17123638763210858
10,-0.17483303522822974
10,-0.15430534780042654
10,-0.09966546731195763
10,-0.10601226948037955
10,0.006641875981743057
10,0.05500749008175788
10,0.06399146731159235
10,0.040077012112143436
10,0.012063226817166114
10,0.008052436157099212
10,0.014303634575734681
10,0.037156152444110836
10,0.034109994715107034
10,0.06789100024195811
10,0.055939219041287666
10,0.06733682731963055
10,0.07930306997953765
10,0.05162390103455019
10,-0.004498585436946247
10,-0.010637016584297389
10,0.00403123085644296
10,0.07969421018835314
10,0.1036974701390331
10,0.020810327603340343
10,-0.05562496914333705
10,-0.22965473531419175
10,-0.2568501194568796
10,-0.2381271469337689
10,-0.08345591289369703
10,0.10554829759967817
10,0.05760230322390212
10,-0.07638952300552712
